CubePosX,CubePosY,CubePosZ,CubeRotX,CubeRotY,CubeRotZ,HandPosX,HandPosY,HandPosZ,Time,TrialCondition,TrialNumber,FPS,Timestamp
0.3629,0.7803,0.1187,-1.063758E-05,9.573931E-07,-2.57076E-06,0.32873,0.8206992,-0.06844088,0.05533285,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-5.84137E-06,1.141271E-06,-2.644845E-06,0.3329498,0.8201959,-0.06132828,0.05661637,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.045666E-06,1.32516E-06,-2.719069E-06,0.3369773,0.8197027,-0.05490398,0.05777058,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-7.095527E-06,1.41159E-06,-2.761132E-06,0.3383977,0.8193436,-0.0528318,0.05900489,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-9.838316E-06,1.600011E-06,-2.823823E-06,0.3401884,0.8187539,-0.05022567,0.0603421,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-5.093089E-06,-1.49259E-06,-2.895068E-06,0.3411033,0.8182954,-0.04864866,0.06153682,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-7.791224E-06,1.972356E-06,-2.964911E-06,0.3416048,0.8177564,-0.04729782,0.06290732,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.053383E-05,2.160794E-06,-3.027453E-06,0.3419041,0.8172198,-0.04593694,0.06424127,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-8.189526E-06,-1.023705E-06,-3.06441E-06,0.3419188,0.8167377,-0.0450585,0.06555181,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.078392E-05,-8.446922E-07,-3.142278E-06,0.3421094,0.8160784,-0.04333341,0.06697503,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-7.041614E-06,-6.61481E-07,-3.215278E-06,0.3423331,0.8155959,-0.04206407,0.06810848,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-4.789094E-06,-5.601637E-07,-3.234552E-06,0.3422828,0.8150876,-0.04127447,0.06939257,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-7.487249E-06,2.904824E-06,-3.304393E-06,0.3423985,0.8144646,-0.03985419,0.07062563,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.013243E-05,-1.926017E-07,-3.379763E-06,0.3425557,0.8139386,-0.03875525,0.07177982,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-7.737192E-06,-1.006661E-07,-3.419176E-06,0.3425383,0.8134185,-0.03815983,0.07305848,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.04802E-05,8.77688E-08,-3.481768E-06,0.3427172,0.8127552,-0.03729385,0.07428622,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-5.832509E-06,2.810476E-07,-3.541232E-06,0.3428971,0.8122131,-0.03679258,0.07541655,Lifting,6,0,18/08/2024 23:02:36
0.3629,0.7803,0.1187,-1.082818E-05,3.681928E-07,-3.584147E-06,0.3429401,0.8116874,-0.03659497,0.07670555,Lifting,6,0,18/08/2024 23:02:36
