CubePosX,CubePosY,CubePosZ,CubeRotX,CubeRotY,CubeRotZ,HandPosX,HandPosY,HandPosZ,Time,TrialCondition,TrialNumber,FPS,Timestamp
0.3629,0.7803001,0.1187,6.186396E-06,-2.587432E-06,2.946289E-06,0.3395078,0.8132126,-0.02687765,0.1020102,Lifting,85,67.1727,23/08/2024 00:33:38
0.3629,0.7803001,0.1187,5.816251E-06,-3.511851E-06,-3.321768E-06,0.3395505,0.8119003,-0.02687646,0.1038867,Lifting,85,126.4558,23/08/2024 00:33:38
0.3629,0.7803001,0.1187,5.475779E-06,-4.438814E-06,-1.051565E-06,0.339586,0.8111913,-0.0268509,0.1048835,Lifting,85,140.2151,23/08/2024 00:33:38
0.3629,0.7803001,0.1187,5.234811E-06,-2.173187E-06,1.216879E-06,0.3395449,0.8105451,-0.02669059,0.1057824,Lifting,85,148.8162,23/08/2024 00:33:38
0.3629,0.7803001,0.1187,4.940359E-06,-3.104469E-06,-5.05295E-06,0.3394159,0.8099382,-0.02621707,0.1066295,Lifting,85,128.1361,23/08/2024 00:33:38
0.3629,0.7803001,0.1187,4.675789E-06,-4.038307E-06,-2.784117E-06,0.3392489,0.8092407,-0.02543451,0.1076132,Lifting,85,134.1346,23/08/2024 00:33:38
0.3629001,0.7803001,0.1187,4.36684E-06,-4.489713E-06,-1.653017E-06,0.3390701,0.8086035,-0.02491846,0.1085529,Lifting,85,141.9185,23/08/2024 00:33:38
0.3629001,0.7803001,0.1187,4.050075E-06,-2.217176E-06,6.163943E-07,0.3391058,0.8080044,-0.02426255,0.1094411,Lifting,85,162.673,23/08/2024 00:33:38
0.3629001,0.7803001,0.1187,3.733415E-06,5.538681E-08,2.88604E-06,0.3391584,0.8075101,-0.02393266,0.110216,Lifting,85,133.8186,23/08/2024 00:33:38
0.3629001,0.7803001,0.1187,3.363141E-06,-8.690695E-07,-3.382776E-06,0.3391138,0.8069116,-0.02372672,0.1111579,Lifting,85,143.9615,23/08/2024 00:33:38
