PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,Timestamp
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,-6.127095E-06,1.472526E-06,-3.289971E-06,08/08/2024 11:56:40
0.571942,0.7803001,0.1187,1.976885E-06,1.432606E-07,-5.174678E-06,08/08/2024 11:56:40
0.5719419,0.7803001,0.1187,2.020477E-06,-1.19005E-06,-5.174702E-06,08/08/2024 11:56:40
0.5719419,0.7803001,0.1187,2.021084E-06,-2.523402E-06,-5.174991E-06,08/08/2024 11:56:40
0.5719418,0.7803001,0.1187,2.021367E-06,-3.856708E-06,-5.17528E-06,08/08/2024 11:56:40
0.5719417,0.7803001,0.1186999,2.021402E-06,-5.18999E-06,-5.174977E-06,08/08/2024 11:56:40
0.5734409,0.7794771,0.1207682,353.3119,358.955,6.044497,08/08/2024 11:56:40
0.573441,0.7794771,0.1207682,353.3119,358.955,6.044511,08/08/2024 11:56:40
0.5749906,0.7791893,0.1225852,349.4389,358.251,10.29374,08/08/2024 11:56:40
0.5749752,0.7795469,0.1224841,349.4882,358.4435,10.22133,08/08/2024 11:56:40
0.5750362,0.7791154,0.1226187,349.6989,358.2457,10.51703,08/08/2024 11:56:41
0.5750628,0.7790937,0.1226237,349.8014,358.2506,10.75256,08/08/2024 11:56:41
0.5748622,0.7798943,0.1225674,350.1798,357.9782,11.09392,08/08/2024 11:56:41
0.5762694,0.783865,0.1285867,357.1986,359.3112,5.739499,08/08/2024 11:56:41
0.5795996,0.7808596,0.130275,359.8187,359.2761,358.888,08/08/2024 11:56:41
0.5791048,0.7803001,0.1303467,4.440934E-06,359.2761,-6.771204E-06,08/08/2024 11:56:41
